id,sin,cobertura,fec_ocu,causa,ent_mun,tipo_perd,monto_ded,monto_ocu
42588,661030,1,20230101,6,1001,1,0,0.01
282530,747715,1,20240729,6,1001,1,0,0.01
8316,608166,1,20220526,6,1001,1,4385,17934.88
189238,714688,1,20240122,6,1001,1,0,0.1
294735,750249,1,20240806,6,1001,1,0,0.01
339,648146,1,20221221,6,1001,3,0,0
122486,701953,1,20230101,7,1001,4,0,1814.4
337159,768500,1,20241117,7,1001,4,0,1222.4
193307,720328,1,20240224,7,1001,4,0,3346.44
191617,713098,1,20240113,6,1005,1,3490,13244.87
25797,605577,2,20220512,6,2001,3,0,0
48084,651754,1,20230101,7,2001,4,0,2392
251453,770342,1,20241127,6,2001,5,0,10000
307452,770333,1,20241115,6,2001,5,0,299789.51
281560,733974,1,20240502,6,2002,5,0,0.01
176279,671346,1,20230427,6,2004,1,6470.75,21959.75
225743,735487,1,20240522,6,2004,1,0,0
168894,723881,1,20240308,6,3008,1,20360,28287.72
167196,710852,1,20231227,7,3008,4,0,1512
64638,672825,1,20230101,6,4003,1,0,6481.31
37835,599236,1,20220402,6,5025,1,0,8294
237647,731755,1,20240502,6,5030,2,0,141455
301178,746322,1,20240619,7,5030,4,0,2096
63505,619553,1,20220727,7,5030,4,0,0
331971,767566,1,20241106,7,5030,4,0,3200
112094,635127,1,20221020,6,5030,5,0,29442.46
64969,630351,1,20220927,6,5035,1,0,38990
72494,626326,1,20220904,6,6002,1,0,54517.66
199639,712295,1,20240108,6,6002,1,0,0.01
114096,675301,1,20230101,7,6002,4,0,2280
320232,761123,1,20241008,6,6002,5,0,0.01
239165,733037,1,20240509,6,6009,5,0,0.01
12824,613881,1,20220625,6,6010,3,0,0
90050,688054,1,20230101,6,7012,1,0,12975
183160,730889,1,20240305,6,8017,1,0,45000
312333,755819,1,20240907,3,8037,1,0,0
81945,659782,1,20230101,6,9005,1,5067,55872.81
227504,712632,1,20240110,6,9006,1,0,0
94550,635480,1,20221023,6,9007,3,0,0
144843,656816,1,20230208,7,9007,4,1780,7120
482,594524,1,20220307,6,9007,5,0,1292.17
94550,636043,1,20221025,7,9012,2,723.4,3299.4
15213,589979,1,20220209,6,9012,5,0,0
300916,764596,2,20241027,6,9016,1,0,0
290301,762067,2,20241014,6,9017,1,0,0
86225,655506,1,20230201,6,9017,1,0,0
249305,745973,1,20240716,1,10005,1,0,0
65952,644444,2,20221201,6,10007,3,0,0
178985,684971,1,20230713,6,10012,1,0,10942.33
247875,757597,1,20240917,6,11003,5,0,15000
297257,773767,2,20241214,6,11007,1,0,0
8614,625402,1,20220829,6,11007,1,0,-10850.5
229218,731599,1,20240427,6,11007,1,0,0
142118,677356,1,20230521,6,11007,1,0,23130
115671,683644,1,20230101,7,11007,4,0,2072
174225,696310,1,20230923,7,11007,4,0,3920
248029,729818,1,20240416,7,11007,4,0,2640
255977,745768,1,20240715,6,11015,1,0,6857.01
185298,710136,1,20231209,6,11015,1,4935,11635
43196,660333,1,20230101,6,11015,1,0,30000
249784,750918,1,20240809,6,11015,1,0,15000
168940,678446,1,20230606,7,11015,4,0,0
288995,759993,1,20241002,7,11015,4,0,3200
90088,649886,1,20221231,7,11015,4,0,2406.4
250945,717465,1,20240207,6,11017,1,0,0
111030,652113,1,20230101,6,11017,1,7218,66125.62
360662,775617,1,20241217,6,11017,1,0,0
79932,683766,1,20230101,7,11017,4,0,3200
101448,651586,1,20230109,7,11017,4,0,1958.05
66883,620075,1,20220729,7,11017,4,0,6800
243629,743998,1,20240703,7,11017,4,0,6044.58
285497,750355,1,20240807,7,11017,4,0,3200
255801,731681,1,20240502,7,11017,4,0,2600.78
128599,693782,1,20230101,7,11017,4,0,1920
528,649218,1,20221223,7,11017,4,0,1288
193098,714956,1,20240124,6,11017,5,0,10012
138104,680868,1,20230101,6,11017,5,0,12000
161147,666079,1,20230328,6,11020,1,0,30954.4
36675,654188,1,20230101,6,11020,1,8515,3355.49
325486,768656,1,20241119,6,11020,1,0,57921.6
101057,672859,1,20230101,6,11020,1,0,7152.51
114970,689606,1,20230101,6,11020,1,6770,863.73
162568,673321,1,20230510,6,11020,1,0,0.01
47442,638861,1,20221105,6,11020,1,0,-3600
105496,634226,1,20221017,6,11020,1,0,4380.13
166484,680320,1,20230616,6,11020,1,0,15000
297545,759996,1,20241002,6,11020,1,0,4399.6
91034,648374,1,20221222,6,11020,1,5500,46081.53
81540,662313,1,20230309,6,11020,1,0,-927.5
61024,661049,1,20230101,6,11020,1,0,40000
173020,688599,1,20230804,6,11020,1,0,0
178355,706054,1,20231124,6,11020,1,0,5053
341551,767811,1,20241114,6,11020,2,0,158555
35008,601653,1,20220419,6,11020,2,0,113400
74836,637595,1,20221101,6,11020,3,0,0
82126,620029,1,20220729,6,11020,3,0,0
104974,670361,1,20230101,7,11020,4,2843.93,12135.72
32951,652638,1,20230101,7,11020,4,0,1408
113453,691813,1,20230101,7,11020,4,0,3600
70938,613191,1,20220621,7,11020,4,0,2560.11
246372,734124,1,20240515,7,11020,4,0,3999.2
287293,730027,1,20240421,7,11020,4,0,1347.2
184574,697477,1,20231002,7,11020,4,0,2960
295405,764146,1,20241019,7,11020,4,5263.19,-2063.19
319647,758062,1,20240921,7,11020,4,0,3200
78889,623722,1,20220816,6,11020,5,0,28388.54
112640,649301,1,20221227,6,11020,5,0,7234.13
254958,751277,1,20240812,6,11020,5,0,22874.14
102455,637738,1,20221101,6,11020,5,0,0
198811,723088,1,20240309,6,11020,5,0,7824.33
198417,731555,1,20240430,6,11020,5,0,8332.8
324043,772575,1,20241208,6,11020,5,0,174501.6
288538,768632,1,20241119,6,11020,5,0,13523.59
132962,647440,1,20221219,6,11020,5,0,6797.5
4565,614270,1,20220628,6,11020,5,0,9998.58
48494,611412,1,20220611,6,11020,5,0,3529.75
2878,610242,1,20220606,6,11020,6,0,35502
303157,748943,1,20240801,6,11023,1,0,21490.8
233800,748792,1,20240801,6,11027,1,0,23706.8
120389,679639,1,20230612,6,11027,2,0,0
207821,739567,1,20240609,6,11027,2,0,196840
138403,655606,1,20230101,7,11027,4,0,3382.4
106091,637601,1,20221030,6,11028,3,0,20000
121626,679871,1,20230101,6,11031,1,0,0.01
139566,665593,1,20230101,6,11037,1,14525,50014.58
241096,744764,1,20240708,7,11037,4,0,2172.33
65484,675484,2,20230520,15,11046,2,0,0
180358,714833,1,20240122,6,13051,1,0,0
278988,739261,1,20240508,7,14002,4,0,2708
99104,651495,1,20230101,6,14008,1,22767,35298.13
187523,704230,1,20231112,6,14015,1,21590,18710
198476,720168,1,20240217,7,14015,4,0,3200
33181,603347,1,20220429,7,14015,4,0,4089.11
281397,772246,1,20241207,7,14015,4,0,3200
95345,681304,1,20230101,7,14015,4,0,2980.8
113836,644276,1,20221204,6,14030,1,0,4345
223950,756626,1,20240912,18,14032,1,0,0
168352,674557,1,20230516,6,14037,1,0,19305
264260,758858,1,20240925,6,14039,1,0,0.01
59662,666130,1,20230101,6,14039,1,0,0
95992,687901,1,20230731,6,14039,1,0,0.01
25770,645046,1,20221207,6,14039,1,0,0
46860,602961,1,20220427,16,14039,1,0,3946.99
262592,774974,1,20241220,6,14039,1,0,0
212674,723182,1,20240311,6,14039,1,0,7420.75
110,614225,1,20220627,6,14039,1,0,0
72270,661728,1,20230101,6,14039,1,0,5725
47197,659767,1,20230101,6,14039,1,0,124481.84
160816,698286,1,20231005,6,14039,1,0,2141.99
81943,659629,1,20230101,6,14039,1,8700,5026.35
256560,720804,1,20240227,6,14039,1,0,0.01
20512,659297,1,20230101,6,14039,1,0,6000
49149,630418,1,20220927,6,14039,1,0,30000
244557,717129,1,20240205,6,14039,1,0,0
5577,637461,2,20221031,16,14039,2,0,168300
81400,648892,1,20221225,6,14039,2,0,21320
99189,680223,2,20230615,16,14039,2,0,0
224444,698834,2,20231008,16,14039,2,0,219240
98459,644345,1,20221204,6,14039,3,0,0
2651,587611,2,20220124,6,14039,3,0,0
34052,638448,1,20221105,6,14039,3,0,0
56152,623575,1,20220819,12,14039,3,0,0
15415,591912,1,20220218,6,14039,3,0,0
9671,617819,1,20220712,9,14039,3,0,0
1696,607250,1,20220522,6,14039,3,0,0
123164,642601,1,20221126,6,14039,3,0,10000
38986,646566,1,20221208,6,14039,3,0,19334.82
64508,672021,1,20230101,7,14039,4,0,1198.43
52459,657862,1,20230101,7,14039,4,0,1620.43
13656,613542,1,20220623,7,14039,4,316,1580
65905,657509,1,20230101,7,14039,4,1076.6,5056.4
185766,678887,1,20230608,7,14039,4,0,3527.2
98501,664530,1,20230101,7,14039,4,0,3840
320064,754414,1,20240831,6,14039,5,0,15000
119768,649823,1,20221230,6,14039,5,0,-6361.4
252489,756386,1,20240911,6,14039,5,7175,18144.41
58463,638246,1,20221104,6,14039,5,1945,4215.3
22773,603446,1,20220430,6,14039,5,0,9000
147429,654797,1,20230129,6,14039,5,0,20200.9
62762,673199,1,20230101,6,14039,5,0,34496
216214,731850,1,20240502,6,14039,5,0,23114.5
90512,624469,1,20220824,6,14039,5,11999.7,144973.73
8908,599499,1,20220404,6,14039,5,0,10793.04
156768,699517,1,20231014,6,14039,5,0,0.01
116739,644990,1,20221206,6,14039,5,0,1862.5
167201,713215,1,20240111,6,14043,1,0,0
52829,634836,1,20221019,6,14050,1,0,-12000
136994,660207,1,20230101,6,14054,1,0,9860.85
338380,765656,1,20241102,6,14054,2,0,153330
241634,764352,1,20241025,7,14063,4,0,3108.8
48923,619021,1,20220725,6,14067,5,0,6780.04
232327,744277,2,20240703,15,14070,2,0,215500
266639,756121,1,20240910,6,14073,2,0,187200
43046,644273,1,20221204,6,14083,2,0,182500
174185,693319,1,20230901,6,14084,1,0,0.01
54254,620595,1,20220802,6,14093,3,0,0
16818,641260,1,20221119,6,14093,3,0,15000
127919,673705,1,20230512,7,14093,4,0,0.01
118179,682322,1,20230101,6,14097,1,0,13083.5
5162,681956,1,20230624,6,14097,1,0,-1
18140,654131,1,20230101,6,14097,5,0,4147
185113,704403,1,20231114,6,14097,5,0,19108.5
294839,755483,1,20240904,6,14098,1,0,0.01
91038,658351,1,20230101,6,14098,1,0,16000
91432,646799,1,20221112,6,14098,3,0,0
39282,649710,1,20221230,6,14098,3,0,15000
258948,739172,1,20240607,6,14101,1,0,0.01
139541,688683,1,20230805,6,14101,1,0,0.01
141806,671704,1,20230101,6,14120,1,3279,9165
42811,644277,1,20221204,6,14120,1,0,-4209
119590,691761,1,20230101,6,14120,1,18560,60004.43
5589,595906,1,20220316,6,14120,1,0,3064.27
34547,635407,1,20221020,6,14120,1,0,11786
231941,731674,1,20240501,1,14120,1,0,0.01
36026,645472,1,20221208,6,14120,1,0,30000
128867,691963,1,20230101,6,14120,1,0,0.01
255912,758887,1,20240925,6,14120,1,0,93202.38
89405,651489,1,20230101,6,14120,1,10688.7,20433.8
243699,760039,1,20241002,6,14120,1,0,5000
202090,701964,1,20231030,6,14120,1,0,0.01
12971,623459,1,20220819,6,14120,3,0,0
58796,628076,1,20220913,6,14120,3,0,0
45486,626462,1,20220905,6,14120,3,0,0
37578,624207,1,20220822,14,14120,3,0,5000
49231,643680,1,20221130,7,14120,4,0,4085.82
80800,651062,1,20221227,7,14120,4,0,3680
60751,664352,1,20230101,7,14120,4,0,2960
155006,671215,1,20230426,7,14120,4,0,4160
181089,699178,1,20231011,6,14120,5,0,13000
121060,670807,1,20230101,6,14120,5,0,25137.2
90250,644179,1,20221203,6,14120,5,0,0
92609,641540,1,20221121,6,14120,5,0,2972.5
104987,684953,1,20230101,6,14120,5,0,15830.2
171934,706105,1,20231124,6,14120,5,0,6500
273139,738717,1,20240605,6,14120,5,0,16000
122734,640511,1,20221115,6,14120,5,0,0
27732,611991,1,20220614,6,14120,5,0,13145.63
156181,709650,1,20231218,6,14120,5,0,7896
33171,608777,1,20220530,6,14120,5,0,0
270134,721136,1,20240228,7,15033,4,0,0
300941,752629,2,20240814,6,15035,1,0,0
167173,714742,1,20240122,7,15037,4,0,3200
350839,775868,1,20241227,6,15057,1,0,0
248238,730785,1,20240425,6,15058,1,0,0
54453,609180,2,20220512,16,15058,3,0,0
292281,772029,1,20241206,6,15058,5,0,15000
312170,769786,1,20241120,6,15060,1,0,4500
61127,631359,1,20221002,6,15070,5,0,59322.32
95766,680177,1,20230605,6,15081,1,0,-932.25
108299,641170,1,20221118,6,15104,1,11547,61072.9
70206,625025,1,20220828,6,15109,1,0,7700.06
122266,692870,1,20230829,6,15121,1,0,-1100.36
13365,598270,1,20220329,7,15121,4,0,3355.2
124555,639990,1,20221113,6,15121,5,0,5879
315046,754314,1,20240829,6,16002,1,0,252797
46182,622851,2,20220813,15,16006,2,0,188400
191609,710820,1,20231225,7,16006,4,0,2114.4
141064,685032,1,20230101,7,16006,4,0,4928.8
97076,646946,1,20221215,6,16030,3,0,100000
170510,715614,1,20240125,6,16043,1,0,16137.18
85066,682499,1,20230101,7,16045,4,0,0.01
188726,676623,1,20230526,6,16052,1,0,0.01
6375,629272,1,20220918,12,16052,1,0,46300
247604,721550,1,20240301,6,16052,1,11421.3,30724.15
125690,687631,1,20230728,7,16052,4,0,-3199.99
267515,743291,1,20240701,6,16053,1,0,14900.48
171923,720236,1,20240212,6,16053,1,0,30000
136452,709596,1,20230101,6,16053,1,0,3200
302095,775117,1,20241221,6,16053,1,0,0.01
110973,669156,1,20230101,6,16053,1,0,0.01
69479,658880,1,20230101,6,16053,1,7510,25545.9
269674,775541,1,20241224,6,16053,1,0,0.01
74735,671229,2,20230416,16,16053,2,0,0
41955,600993,2,20220414,6,16053,3,0,0
255206,760368,1,20241004,7,16053,4,0,4672
146411,665074,1,20230322,7,16053,4,0,2000
220840,741560,1,20240620,7,16053,4,0,3466.4
112046,694270,1,20230101,7,16053,4,0,4395.2
189479,686192,1,20230722,7,16053,4,0,1196
14916,657836,1,20221214,7,16053,4,0,1280
67873,629807,1,20220924,6,16053,5,0,133920
76454,653292,1,20230101,6,16053,5,0,11702
214318,723280,1,20240312,6,16053,5,0,4236
125930,645926,1,20221209,6,16059,3,0,227120
90850,681342,1,20230101,6,16063,1,0,50000
97366,674252,1,20230101,6,16066,1,8736,14837.9
144643,709166,1,20231213,6,16068,3,0,0
83373,618922,1,20220725,7,16069,4,0,2946.4
217038,752232,1,20240818,6,16075,5,0,8000
107523,661901,1,20230101,7,16083,4,0,3120
247690,710440,1,20231222,6,16088,1,5105,11330.61
159739,706227,1,20231127,7,16094,4,1198,5908.66
215815,711030,1,20231228,6,16095,3,0,0
254619,713093,1,20240111,6,16102,1,0,0
146138,673502,2,20230510,16,16102,1,0,33188.42
113151,680064,1,20230609,6,16102,1,0,210211.01
198212,723955,1,20240314,6,16102,1,10629,2585.97
232698,712288,2,20240108,6,16102,1,0,0
128625,644135,1,20221203,6,16102,1,0,12367.89
97035,637441,2,20221028,6,16102,3,0,0
55034,628685,1,20220916,6,16102,3,0,0
80831,656553,1,20230101,7,16102,4,0,7409.48
184731,703281,1,20231106,7,16102,4,2326,10621.64
113102,668056,1,20230101,7,16102,4,2078.2,9012.8
126038,660553,1,20230101,7,16102,4,0,2456.98
180599,680512,1,20230617,6,16107,1,14020,556.5
85137,636428,1,20221026,6,16107,3,0,0
230351,735896,1,20240524,6,16108,1,0,0.01
311770,765902,1,20241104,6,16108,1,0,16000
10898,596038,1,20220316,6,16108,3,0,0
204910,715866,1,20240130,7,16108,4,0,2472.5
124429,662899,1,20230101,7,16108,4,0,4395.2
351485,773720,1,20241215,7,16108,4,0,3200
26613,630004,1,20220826,7,16108,4,0,5181.6
101326,637479,1,20221101,7,16108,4,0,2748.62
67782,667042,1,20230101,7,16108,4,0,2796.86
97128,688517,1,20230801,7,16108,4,0,-3199.99
270556,745097,1,20240710,6,17009,1,0,66599
277909,748360,1,20240730,6,17020,1,0,72130.65
161186,659969,1,20230224,18,18001,2,0,239460
83397,620954,1,20220803,6,18016,3,0,-4189.85
288902,751111,1,20240811,12,18017,1,0,0.01
160075,706120,1,20231124,6,18017,1,0,17124.65
167951,706581,1,20231128,6,18017,3,0,0
189613,706565,1,20231127,6,18017,3,0,0
179536,706868,1,20231130,6,18017,3,0,0
168926,699785,1,20231014,6,19006,1,0,0
111283,647260,1,20221215,6,19019,5,0,0
259361,764978,1,20241029,6,19019,5,0,35000
152003,695011,1,20230913,6,19039,1,0,6000
219528,726145,1,20240329,7,19041,4,0,0
137373,706918,1,20230101,7,19046,4,0,3200
268189,755593,1,20240906,6,19046,5,0,6000
36305,672708,1,20230505,6,19048,1,0,-6459.7
305142,757654,2,20240918,15,21114,2,0,195534
314403,756580,1,20240910,6,21119,1,10725,43923.05
117532,635328,1,20221020,6,22001,3,0,0
39501,626148,1,20220902,6,22006,1,0,-15000
93516,628886,1,20220916,6,22006,3,0,0
19690,606636,1,20220518,7,22006,4,0,1280
102034,629687,1,20220920,7,22006,4,0,7960.8
24236,633274,1,20221011,6,22006,5,0,3880
245897,761567,1,20241010,6,22008,1,0,34377
139030,702647,1,20230101,6,22008,1,0,30000
65135,649628,1,20221227,6,22009,3,0,0
178982,680376,1,20230616,6,22011,1,0,22000
229897,741715,1,20240617,6,22011,1,0,19573.6
295530,766085,1,20241105,6,22011,1,0,30000
124724,696634,1,20230926,6,22011,2,0,0
72280,663571,1,20230316,6,22011,3,0,179170
70893,675634,1,20230522,7,22012,4,0,-3200
112427,669241,1,20230101,6,22014,1,0,3797.5
86931,678283,1,20230101,6,22014,1,0,0
314209,773063,1,20241206,6,22014,1,0,0.01
284284,760545,1,20241005,6,22014,1,0,0.01
254687,734179,1,20240516,6,22014,1,0,0.01
146739,696690,1,20230926,6,22014,1,0,2416.18
233787,749775,1,20240805,6,22014,1,0,0.01
296576,734732,1,20240520,6,22014,1,8090,12543.78
1014,636540,1,20221027,6,22014,1,0,0
53922,669695,1,20230101,6,22014,1,0,0
49711,650272,1,20230101,7,22014,1,1284.4,3200
131042,696952,1,20230101,6,22014,1,0,7500
345957,772274,1,20241207,6,22014,1,0,45000
206927,700761,1,20231021,6,22014,1,3036,34782.5
293775,748170,1,20240730,6,22014,1,0,0.01
145444,705809,1,20231122,6,22014,1,0,0
117694,698377,1,20230101,6,22014,1,13210,3664.54
218729,741561,1,20240620,6,22014,1,0,70000
250577,718115,1,20240211,6,22014,1,0,13158
124946,701492,1,20230101,6,22014,1,5600,9346.8
228707,705347,1,20231119,6,22014,1,0,0.01
70612,625356,1,20220830,6,22014,1,0,1887.5
177386,720867,1,20240227,6,22014,1,0,0
175349,671937,1,20230430,6,22014,1,0,3186
9039,647022,2,20221216,16,22014,2,0,378005
23474,596564,1,20220318,6,22014,2,0,56940.19
5723,643293,1,20221129,6,22014,3,0,12000
71831,641706,1,20220925,6,22014,3,6510,3490
163737,662602,1,20230310,7,22014,4,0,2392
87371,649563,1,20221229,7,22014,4,0,4647.2
169262,688825,1,20230807,7,22014,4,0,447.05
137438,686390,1,20230101,7,22014,4,0,3200
171215,705779,1,20231122,7,22014,4,380,1520
244624,732768,1,20240507,7,22014,4,0,3996
158031,683227,1,20230627,7,22014,4,0,5440
211803,730108,1,20240420,7,22014,4,0,4800
179106,700663,1,20231020,7,22014,4,2194.2,9829.41
8304,608399,1,20220516,7,22014,4,0,5660
63456,625096,1,20220828,7,22014,4,719,2872
216357,708222,1,20231207,6,22014,5,0,35202
117355,687594,1,20230101,6,22014,5,0,16930.75
239514,768149,1,20241116,6,22014,5,0,20000
40060,636202,1,20221026,6,22014,5,0,-6000
151140,672475,1,20230503,6,22014,5,0,5027.14
73388,630344,1,20220927,6,22014,5,0,3627.5
249122,737623,1,20240531,6,22014,5,0,5000
67608,632491,1,20221006,6,22014,5,0,4712
138254,691796,1,20230101,6,22014,5,0,28425.75
170876,721834,1,20240302,6,22016,1,0,0.01
57779,620230,1,20220731,6,22016,3,0,0
45832,647329,1,20221215,6,22016,3,0,0
104263,649496,1,20221229,6,22016,5,0,-1043.5
62068,641922,1,20221120,6,23004,1,0,-25000
104561,645491,1,20221208,6,23005,3,0,0
248452,762720,1,20241001,7,23005,4,0,3200
144418,675107,1,20230512,6,23009,1,9525,11483.5
279198,729547,2,20240416,6,24003,1,0,0
54932,666517,1,20230101,11,24003,1,0,57570
262190,755733,1,20240908,6,24009,1,0,0.01
213759,710834,1,20231227,6,24013,1,0,0
81883,631811,1,20220930,4,24013,1,9110,18178.81
291172,756264,1,20240905,18,24013,2,0,161120
234058,744901,2,20240701,15,24013,2,0,262256.65
325001,753983,1,20240829,7,24013,4,0,4984
117489,667046,1,20230101,7,24013,4,0,3192
181290,695751,1,20230913,7,24013,4,0,0
63212,614583,1,20220629,6,24024,1,0,3167.44
229715,749665,1,20240805,7,24024,4,0,3992.8
122259,703984,1,20231109,7,24024,4,0,-3200
207878,745070,1,20240710,6,24028,1,0,26000
7504,594332,1,20220307,6,24028,1,5565,10732.02
147531,693429,1,20230904,6,24028,1,0,0
232725,718315,1,20240213,6,24028,1,0,0
65825,685593,1,20230718,6,24028,1,0,-0.01
134653,695518,1,20230101,6,24028,1,0,0.01
38925,664065,1,20230101,6,24028,1,10870,4427.63
106941,681235,1,20230101,6,24028,1,0,1
83742,672558,1,20230101,6,24028,1,0,6158.51
172222,672947,1,20230508,6,24028,1,0,0
227166,745050,1,20240710,6,24028,1,0,0.01
46931,636357,1,20221026,6,24028,1,0,11160.5
293815,745173,1,20240711,6,24028,1,0,0.01
138378,691348,1,20230101,6,24028,1,0,17000
130173,697606,1,20231002,6,24028,1,11890,-6366.22
92897,673318,1,20230101,6,24028,1,9294,25290
291386,751099,1,20240811,6,24028,1,0,24000
104865,679785,1,20230101,6,24028,1,16530,7263.75
249242,775106,1,20241221,6,24028,1,0,50000
132762,710044,1,20231220,6,24028,1,0,-1
38817,618941,1,20220723,6,24028,1,0,76095.45
78757,657079,1,20230101,6,24028,1,0,0.01
114578,676992,1,20230101,6,24028,1,9162,9613.58
89884,674649,1,20230101,6,24028,1,0,79193.32
134512,699060,1,20230101,6,24028,1,0,56529.21
151946,687544,1,20230728,6,24028,1,0,4051
52455,660805,1,20230101,6,24028,1,0,0.01
130667,688793,1,20230806,6,24028,1,0,-0.01
251789,751181,1,20240811,6,24028,1,7910,5999.12
154975,666455,1,20230330,6,24028,1,9830,21243.11
129296,688579,1,20230101,6,24028,1,11415,12606
129212,699789,1,20231016,6,24028,1,0,4792.94
22104,616459,1,20220708,6,24028,1,0,7877.32
153426,674208,1,20230515,6,24028,1,0,0
69603,670373,1,20230101,6,24028,1,0,0.01
87069,685644,1,20230718,6,24028,1,0,-0.01
218379,747600,1,20240729,6,24028,1,0,6606.48
157149,666902,1,20230402,6,24028,1,7215,16340.64
293109,735841,1,20240524,6,24028,1,0,0.01
220835,744020,1,20240704,6,24028,1,0,0.01
148462,680244,1,20230615,6,24028,1,0,7752.51
220446,704384,1,20231114,6,24028,1,0,0
186032,696779,1,20230927,6,24028,1,0,0
151698,707822,1,20231202,6,24028,1,8470,65471.88
106610,660781,1,20230301,6,24028,1,0,-0.01
31278,657200,1,20230101,6,24028,1,0,0.01
319788,761799,1,20241011,6,24028,1,8380,522.25
890,606971,1,20220519,6,24028,1,4988,12621.2
265664,758455,1,20240924,6,24028,1,0,0.01
136060,692145,1,20230825,6,24028,1,0,-0.01
174320,697142,1,20230928,6,24028,1,6880,11372.5
234662,713317,1,20240115,6,24028,1,0,5000
289338,745191,1,20240707,6,24028,1,0,20000
194404,693213,1,20230901,6,24028,1,0,3665.05
250424,744121,1,20240705,6,24028,1,0,6878.2
241008,715607,1,20240128,6,24028,1,0,8148.78
175944,692170,1,20230825,6,24028,1,5065,10672.72
102792,690781,1,20230101,6,24028,1,0,0.01
113969,646465,1,20221213,6,24028,1,0,0
37178,647341,1,20221217,1,24028,1,0,1
208920,726419,1,20240401,6,24028,1,0,11083.7
242922,746907,1,20240723,6,24028,1,12850,5150
95403,641257,1,20221119,6,24028,1,0,0
20399,657487,1,20230101,6,24028,1,0,2064.5
34226,665069,1,20230101,6,24028,1,0,0.01
334730,772309,1,20241207,6,24028,1,0,15000
159177,657513,1,20230210,6,24028,1,2820,3239.4
128175,685945,1,20230719,6,24028,1,0,0
289776,751947,1,20240817,6,24028,1,0,0.01
12089,614316,1,20220628,6,24028,1,0,4992
262163,739597,1,20240610,6,24028,1,0,8445.95
192659,685716,1,20230718,6,24028,1,0,33263.43
172636,711286,1,20231230,6,24028,1,0,136080
2260,587843,1,20220125,6,24028,1,0,13853.65
259168,747385,1,20240726,6,24028,1,9495,80419
79380,698049,1,20231004,6,24028,1,0,-0.01
268636,759045,1,20240926,6,24028,1,0,12000
160312,670469,1,20230421,6,24028,1,8515,1670.75
78746,675280,1,20230101,6,24028,1,0,0.01
104023,646808,1,20221214,6,24028,1,3000,5135.99
175694,719658,1,20240220,6,24028,1,0,1323
322171,766573,1,20241107,6,24028,1,0,0.01
107204,673374,1,20230101,6,24028,1,0,0.01
190003,704448,1,20231114,6,24028,1,0,0
105931,657634,1,20230101,6,24028,1,2095,5661.99
273123,751785,1,20240815,6,24028,1,0,10000
125269,691790,1,20230101,6,24028,1,0,1
149839,685007,1,20230713,6,24028,1,0,4861.99
126644,696326,1,20230923,6,24028,1,0,-20000
173528,705166,1,20231118,6,24028,1,0,0
178083,724731,1,20240319,6,24028,1,0,0
9079,610296,1,20220531,6,24028,1,0,3661.24
204154,736823,1,20240529,6,24028,1,0,0
122672,685627,1,20230101,6,24028,1,0,0.01
90319,665970,1,20230101,6,24028,1,0,9559.12
266034,722605,1,20240307,6,24028,1,0,2090
235035,740452,1,20240614,6,24028,1,0,4095.76
148812,655955,1,20230203,6,24028,1,0,7871.7
139134,678361,1,20230101,6,24028,1,0,0
19490,612017,1,20220615,6,24028,1,20400,35991
61404,670917,1,20230101,6,24028,1,2540,12423.71
140757,695363,1,20230917,6,24028,1,0,1998
251353,768218,1,20241117,6,24028,1,0,0.01
237407,764410,1,20241025,6,24028,1,7893,12374.12
108318,632032,1,20221004,6,24028,1,0,6281.48
8225,644515,1,20221205,6,24028,1,7240,-9127.24
133884,705807,1,20231122,6,24028,1,0,-0.01
201076,738049,1,20240602,6,24028,1,0,0.01
176290,706279,1,20231127,6,24028,1,0,0
244327,740368,1,20240616,6,24028,1,0,20082.43
264060,722027,1,20240304,6,24028,1,0,0
61371,680734,1,20230101,6,24028,1,0,130910
108495,653231,1,20230120,6,24028,1,0,-1
154563,660868,1,20230301,6,24028,1,39400,50989.2
127572,688302,1,20230101,6,24028,1,0,252500
110725,682041,1,20230625,6,24028,1,0,-0.01
131543,706360,1,20231127,6,24028,1,0,-25000
114573,664359,1,20230101,6,24028,1,0,1
134965,691252,1,20230101,6,24028,1,0,0.01
147790,673200,1,20230509,6,24028,1,0,0
94322,676703,1,20230101,6,24028,1,0,10324.7
52549,638941,1,20221106,6,24028,1,8175,20928.78
322106,759229,1,20240927,6,24028,1,0,0.01
140616,655455,1,20230101,6,24028,1,0,0.01
171362,710778,1,20231226,6,24028,2,0,47540
200586,689474,1,20230810,6,24028,2,0,78470
253688,767262,1,20241111,15,24028,2,0,0
235072,726770,1,20240329,6,24028,2,0,455803
247471,719887,2,20240221,15,24028,2,0,0.01
5515,589690,2,20220202,16,24028,2,0,60000
15833,589274,2,20220204,15,24028,2,0,0
37574,640108,1,20221114,6,24028,3,0,0
94361,628140,1,20220913,6,24028,3,0,0
87854,635112,1,20221020,6,24028,3,0,0
65850,645134,1,20221207,6,24028,3,0,0
101573,642162,1,20221124,6,24028,3,0,0
7365,618407,1,20220721,6,24028,3,0,0
42469,633327,1,20221011,6,24028,3,0,16000
8071,611118,1,20220609,16,24028,3,0,0
8393,613320,1,20220622,6,24028,3,0,0
26108,594117,1,20220305,6,24028,3,0,0
3038,628813,2,20220219,6,24028,3,0,0
